keys,fr
objet.inconnu.gemme,"Gemme {apparence}"
objet.inconnu.objet,"Objet {apparence}"
apparence.trouble,"trouble"
apparence.irisee,"irisée"
apparence.fumeuse,"fumeuse"
apparence.laiteuse,"laiteuse"
apparence.sombre,"sombre"
apparence.petillante,"pétillante"
apparence.terne,"terne"
apparence.ambree,"ambrée"
journal.identifie,"C'était {objet}."
competence.escalade.name,"Escalade"
competence.nage.name,"Nage"
journal.escalade,"{nom} escalade ({n} ticks)"
journal.nage,"{nom} nage ({n} ticks)"
dungeon_theme.bois.name,"Ronceraie"
dungeon_theme.feu.name,"Fournaise"
dungeon_theme.terre.name,"Terrier"
dungeon_theme.metal.name,"Mine hantée"
dungeon_theme.eau.name,"Noyade"

ui.carte.survol_donjon,"  ·  {nom} ({element}) — niveau {niveau}, {etages} étages, corruption {corruption} %"
journal.donjon_corrompu,"La corruption vous happe : {nom} ({element}) — niveau {n}, {etages} étages, corruption {corruption} %."
journal.gouffre_depart,"Tu descends dans le gouffre de {region}. Il n’a pas de fond."
ui.mode.donjon_corrompu," · corrompu, niveau {n} ({corruption} %)"
ui.inventaire.fiche,"— LE PORTEUR —"
ui.inventaire.charge,"Charge {poids} / {capacite}"
ui.inventaire.or,"Or {or}"
ui.inventaire.niveaux,"Combat {combat} · Général {general}"
journal.repousse_corruption,"La corruption tient encore la cellule : vous ressortez à côté."
pose.repos.name,"Repos"
pose.marche.name,"Marche"
pose.attaque.name,"Attaque"
pose.sort.name,"Sort"
pose.garde.name,"Garde"
pose.sommeil.name,"Sommeil"
pose.mort.name,"Mort"
ui.creation.pose_l,"Pose : {action} (← → · Entrée : articuler)"
ui.creation.d_pose,"Choisissez une action, puis articulez le personnage : clic sur un membre, glissez pour le faire pivoter (ou ← →). La pose est rejouée en jeu quand il fait cette action."
ui.pose.editer,"ARTICULER — {action} · clic sur un membre, glisser pour pivoter · Entrée : garder · Échap : annuler"
ui.pose.segment,"membre : {nom}"
ui.apparence.machoire,"Mâchoire"
ui.apparence.menton,"Menton"
ui.apparence.pommettes,"Pommettes"
ui.apparence.oreilles,"Oreilles"
ui.apparence.implantation,"Implantation"
ui.apparence.paupieres,"Paupières"
ui.apparence.val.carree_m,"carrée"
ui.apparence.val.lourde,"lourde"
ui.apparence.val.rond,"rond"
ui.apparence.val.pointu,"pointu"
ui.apparence.val.fendu,"fendu"
ui.apparence.val.basses,"basses"
ui.apparence.val.hautes,"hautes"
ui.apparence.val.saillantes,"saillantes"
ui.apparence.val.rondes,"rondes"
ui.apparence.val.pointues,"pointues"
ui.apparence.val.longues,"longues"
ui.apparence.val.collees,"collées"
ui.apparence.val.droite,"droite"
ui.apparence.val.en_pointe,"en pointe"
ui.apparence.val.degarnie,"dégarnie"
ui.apparence.val.ouvertes,"ouvertes"
ui.apparence.val.lourdes,"lourdes"
ui.apparence.val.plissees,"plissées"
ui.apparence.largeur_visage,"Largeur du visage"
ui.apparence.ecart_yeux,"Écartement des yeux"
ui.apparence.hauteur_yeux,"Hauteur des yeux"
ui.apparence.longueur_nez,"Longueur du nez"
ui.apparence.largeur_bouche,"Largeur de la bouche"
ui.creation.curseur_l,"{nom} : {valeur} (← →)"
ui.creation.d_curseur,"Un réglage continu du visage : ← → l'ajustent par petits pas. C'est ce qui sépare deux visages qui ont pourtant les mêmes traits."
ui.creation.volet_personnage,"Personnage"
ui.creation.volet_apparence,"Apparence"
ui.creation.volet_pose,"Pose"
ui.creation.volet_serments,Serments
ui.creation.serment_l,"{jure} {nom} — {desc}"
ui.creation.d_volet,"Les trois volets de la création : le personnage (nom, race, classe, stats, départ), son apparence (traits et réglages du visage), ses poses. ← → change de volet."
creature.bison.name,Bison
creature.blaireau.name,Blaireau
creature.bousier.name,Bousier
creature.canard_sauvage.name,Canard sauvage
creature.castor.name,Castor
creature.cheval_sauvage.name,Cheval sauvage
creature.coccinelle.name,Coccinelle
creature.corbeau.name,Corbeau
creature.ecureuil.name,Écureuil
creature.escargot.name,Escargot
creature.fourmi_ouvriere.name,Fourmi ouvrière
creature.grillon.name,Grillon
creature.herisson.name,Hérisson
creature.heron.name,Héron
creature.hibou.name,Hibou
creature.libellule.name,Libellule
creature.lievre.name,Lièvre
creature.loutre.name,Loutre
creature.luciole.name,Luciole
creature.marmotte.name,Marmotte
creature.mouflon.name,Mouflon
creature.papillon.name,Papillon
creature.perdrix.name,Perdrix
creature.phoque.name,Phoque
creature.pie.name,Pie
creature.sauterelle.name,Sauterelle
creature.taupe.name,Taupe
creature.ver_de_terre.name,Ver de terre
item.carapace.name,Carapace
item.corne.name,Corne
item.plume.name,Plume
journal.mine_depart,Vous ouvrez un puits sous votre terre. La mine commence.
journal.puits_creuse,Le puits perce le plancher : étage {etage} de la mine.
journal.puits_hors_claim,On ne creuse que sous une cellule qui vous appartient.
journal.puits_epuise,Vous n'avez plus l'endurance de percer un puits.
option.puits,Creuser un puits
ui.mine,"MINE · étage {etage} · creusez ; sur place, creusez un puits pour descendre"
ui.mode.mine,MINE — le temps n'avance qu'à l'action
station.tannerie.name,Tannerie
station.billot_de_boucher.name,Billot de boucher
sous_categorie.peau.name,Peau
sous_categorie.os.name,Os
sous_categorie.fibre.name,Fibre
sous_categorie.carapace.name,Carapace
sous_categorie.organe.name,Organe
sous_categorie.liant.name,Liant
sous_categorie.ecorce.name,Écorce
sous_categorie.eau.name,Eau
sous_categorie.huile.name,Huile
sous_categorie.toxique.name,Toxique
sous_categorie.organique.name,Organique
sous_categorie.minerai.name,Minerai
sous_categorie.combustible.name,Combustible
sous_categorie.sel.name,Sel
slotc.monture,monture
functionality.fronde.name,Fronde
functionality.arbalete.name,Arbalète
functionality.pistolet.name,Pistolet
functionality.javelot.name,Javelot
functionality.couteau_de_jet.name,Couteau de jet
functionality.hachette_de_jet.name,Hachette de jet
item.craft_fronde.name,Fronde
item.craft_arbalete.name,Arbalète
item.craft_pistolet.name,Pistolet
item.craft_javelot.name,Javelots
item.craft_couteau_de_jet.name,Couteaux de jet
item.craft_hachette_de_jet.name,Hachettes de jet
item.craft_billes.name,Billes
item.craft_carreaux.name,Carreaux
item.craft_balles.name,Balles
competence.fronde.name,Fronde
competence.jet.name,Armes de jet
competence.armes_a_poudre.name,Armes à poudre
journal.jet_dernier,"{nom} lance son dernier {arme} : la main est vide."
functionality.hache_d_armes.name,Hache d'armes
item.craft_hache_d_armes.name,Hache d'armes
functionality.marteau_de_guerre.name,Marteau de guerre
item.craft_marteau_de_guerre.name,Marteau de guerre
functionality.fleau.name,Fléau
item.craft_fleau.name,Fléau
functionality.rapiere.name,Rapière
item.craft_rapiere.name,Rapière
functionality.sabre.name,Sabre
item.craft_sabre.name,Sabre
functionality.baton.name,Bâton
item.craft_baton.name,Bâton
functionality.fouet.name,Fouet
item.craft_fouet.name,Fouet
competence.baton.name,Bâton
competence.fouet.name,Fouet
functionality.orbe.name,Orbe
item.craft_orbe.name,Orbe
functionality.sceptre.name,Sceptre
item.craft_sceptre.name,Sceptre
functionality.baguette.name,Baguette
item.craft_baguette.name,Baguette
functionality.grimoire_de_main.name,Grimoire de main
item.craft_grimoire_de_main.name,Grimoire de main
functionality.talisman.name,Talisman
item.craft_talisman.name,Talisman
item.craft_gambison.name,Gambison
component.garde.name,Garde
component.contrepoids.name,Contrepoids
component.corde.name,Corde
component.doublure.name,Doublure
component.sertissure.name,Sertissure
slotc.garde,garde
slotc.contrepoids,contrepoids
slotc.corde,corde
slotc.doublure,doublure
slotc.sertissure,sertissure
item.craft_tunique.name,Tunique
item.craft_chausses.name,Chausses
item.craft_capuche.name,Capuche
item.craft_manchettes.name,Manchettes
item.craft_chaussons.name,Chaussons
item.craft_robe.name,Robe
item.craft_coiffe.name,Coiffe
item.craft_etole.name,Étole
component.etoffe.name,Étoffe
construction.tissu.nom,tissu
construction.matelasse.nom,matelassée
construction.cuir.nom,cuir
construction.mailles.nom,mailles
construction.ecailles.nom,écailles
construction.rituel.nom,rituel
functionality.luth.name,Luth
item.craft_luth.name,Luth
functionality.tambour.name,Tambour
item.craft_tambour.name,Tambour
functionality.cor.name,Cor
item.craft_cor.name,Cor
functionality.stylet.name,Stylet
item.craft_stylet.name,Stylet
functionality.sarbacane.name,Sarbacane
item.craft_sarbacane.name,Sarbacane
functionality.arc_long.name,Arc long
item.craft_arc_long.name,Arc long
functionality.hallebarde.name,Hallebarde
item.craft_hallebarde.name,Hallebarde
functionality.pavois.name,Pavois
item.craft_pavois.name,Pavois
competence.musique.name,Musique
competence.precision.name,Précision
competence.hast.name,Armes d'hast
classe_mere.guerrier.name,Guerrier
classe_mere.rodeur.name,Rôdeur
classe_mere.mage.name,Mage
classe_mere.sentinelle.name,Sentinelle
classe_mere.erudit.name,Érudit
classe_mere.meneur.name,Meneur
competence.escrime.name,Escrime
item.craft_pique.name,Pique
functionality.flute.name,Flûte
item.craft_flute.name,Flûte
functionality.vielle.name,Vielle
item.craft_vielle.name,Vielle
functionality.cymbales.name,Cymbales
item.craft_cymbales.name,Cymbales
competence.armes_a_chaine.name,Armes à chaîne
monnaie.sang_froid,sang-froid
journal.sang_froid_rompu,"{nom} perd son sang-froid : {deficit} manquants, {degats} PV"
barre.sang_froid,Sang-froid
journal.onde_sonore,"{nom} fait résonner {arme} : {n} corps pris dans l’onde"
status.visee.name,Visée
status.point_faible.name,Point faible
status.lu.name,Lu
status.aux_aguets.name,Aux aguets
journal.capacite_trop_grande,"ça ne rentre pas dans la grille : {demande} cases pour {cases} ({manque} de trop)"
ui.composeur.grille,Grille de l’arme tenue
ui.composeur.grille_ok,ça rentre — {demande}/{cases} cases
ui.composeur.grille_ko,ça ne rentre pas — {demande} cases pour {cases}
ui.composeur.grille_voie,la voie : {stat}
ui.composeur.mains_nues,mains nues
ui.composeur.ne_rentre_pas,"cette pièce ne rentre pas là"
ui.composeur.rotation,rotation {n} — R pour tourner
grille.bloc_1.name,Bloc du guerrier
grille.bloc_2.name,Grand bloc
grille.bloc_3.name,Bloc entier
grille.lame_1.name,Lame
grille.lame_2.name,Lame large
grille.lame_3.name,Lame longue
grille.colonne_1.name,Colonne
grille.colonne_2.name,Haute colonne
grille.colonne_3.name,Colonne double
grille.croix_1.name,Croix du mage
grille.croix_2.name,Grande croix
grille.croix_3.name,Croix entière
grille.ligne_1.name,Ligne du tireur
grille.ligne_2.name,Longue ligne
grille.ligne_3.name,Ligne à talon
grille.cercle_1.name,Cercle du barde
grille.cercle_2.name,Grand cercle
grille.cercle_3.name,Cercle plein
grille.poche.name,Grille de poche
journal.grille_apprise,{nom} apprend une grille : {grille}
journal.grille_choisie,{nom} compose sur : {grille}
ui.composeur.grilles,Grilles possédées
item.trame.name,Trame — {grille}
journal.grille_deja,{nom} connaît déjà cette grille : {grille} — la trame reste au sac
journal.trame_lue,{nom} lit une trame et apprend une grille : {grille}
status.armure_fendue.name,Armure fendue
status.cloue.name,Cloué
status.rempart.name,Rempart
status.souffle_long.name,Souffle long
status.desequilibre.name,Déséquilibre
status.jambe_touchee.name,Jambe touchée
status.tete_baissee.name,Tête baissée
status.embuscade.name,Embuscade
ui.composeur.sequence_vide,(rien encore)
ui.composeur.grille_arme,grille de l’arme tenue
ui.composeur.etapes,Étapes
functionality.pique.name,Pique
item.craft_flechettes.name,Fléchettes
module.affinite.desc,la cible porte l'élément désigné
module.marquee.desc,"la cible porte une **Marque** : **+2 dés**, et la marque est **consommée**"
module.prise.desc,la cible est saisie ou en lévitation
module.heure.desc,selon le [[Cycle jour-nuit et sommeil]]
module.terroir.desc,le lieu porte l'élément du noyau
module.ombre.desc,le lanceur est Dissimulé
module.alignement.desc,"la cible est **alignée** avec le lanceur — même ligne, même colonne ou même diagonale : **+1 dé**"
module.angle_mort.desc,frappe de dos ou de flanc — le plus gros bonus du jeu
module.pied_ferme.desc,le lanceur n'a pas bougé depuis 20 ticks
module.a_l_impact.desc,la charge qui suit part quand le noyau précédent touche
module.derobade.desc,la charge part **quand le porteur esquive**
module.riposte.desc,la charge part **quand le porteur est touché**
module.testament.desc,"la charge part **quand le porteur tombe** — gratuite, il ne paiera pas les ticks"
module.cadence.desc,la charge part **tous les N emplois** de la capacité (2 à 5)
module.anneau.desc,"tout autour d'une tuile, **sans toucher le centre**"
module.arc.desc,"le **revers** de la cible : les tuiles à distance exacte, du côté opposé au lanceur"
module.carre.desc,"zone pleine, centre compris — **friendly fire intégral**"
module.colonne.desc,toute la **hauteur** d'une tuile — touche ce qui vole et ce qui est en contrebas
module.cone.desc,"s'élargit avec la distance, 3 tuiles de profondeur"
module.croix.desc,les quatre axes depuis une tuile
module.diagonale.desc,les quatre obliques — le complément de la Croix
module.ligne.desc,traverse tout sur 4 tuiles en ligne droite
module.mur.desc,une ligne **perpendiculaire** à la visée — barre un couloir
module.nuee.desc,"4 tuiles **aléatoires** dans le rayon — imprévisible, bon marché"
module.point.desc,"une seule cible — gratuite en ticks, la forme par défaut"
module.soi.desc,sur soi-même — **rend 2 ticks**
module.tuile.desc,"au sol, sans cible vivante — la forme des glyphes et des zones"
module.meute.desc,la charge s'applique aussi depuis la position de ton **compagnon** ([[Compagnons]])
module.propagation.desc,"se propage **de proche en proche** tant qu'elle touche, −1 dé par pas"
module.salve.desc,"lance **3 charges simultanées** à 60 %, réparties dans la forme"
module.alternance.desc,alterne entre les **deux noyaux suivants** à chaque emploi
module.boucle.desc,"rejoue tant qu'il reste de la ressource, **−1 dé** cumulé par tour de boucle"
module.sans_trace.desc,la capacité **ne révèle pas** son lanceur — reste Dissimulé après le coup
module.detonation.desc,"×2 dégâts contre les **invocations, tourelles, bombes et barrières**"
module.emprise.desc,toute cible touchée ne peut plus se déplacer 10 ticks
module.erosif.desc,"**érosion** : un quart des dégâts infligés rogne aussi les **PV max** de la cible, jusqu'à la fin du combat"
module.evasement.desc,"transforme une Ligne en Cône, ou un Anneau en Carré"
module.tracant.desc,la charge **suit** la cible : ignore le couvert et les obstacles
module.canalisation.desc,+1 dé **par tranche de 5 ticks** passés immobile avant de lâcher
module.concentration.desc,+1 dé
module.ampleur.desc,taille de la forme +1
module.frappe.desc,"les dégâts de l'arme équipée, à son élément et à ses ticks"
module.marque.desc,**marque** la cible 60 ticks — une condition *Marquée* la consomme pour frapper plus fort
module.ecaille_elementaire.desc,"immunité **totale** à un élément au choix, 30 ticks — vulnérabilité +50 % à l'élément qu'il domine"
module.bruine.desc,charge légère de Eau — le noyau de la chaîne rapide
module.etincelle.desc,charge légère de Feu — le noyau de la chaîne rapide
module.brasier.desc,charge lourde de Feu — un seul emploi coûte deux tours d'épée
module.flamme.desc,charge standard de Feu
module.gel.desc,charge standard de Eau
module.poussee.desc,repousse de 2 tuiles
module.retour.desc,"revient instantanément à l'**Ancre** — 3 ticks, l'échappatoire la moins chère du jeu"
module.trempe.desc,"chauffe l'arme équipée : **+1 dé** et son élément passe à Feu, 60 ticks"
module.baume.desc,soin instantané
module.renaissance.desc,rappelle un compagnon dont l'âme est portée
module.balise.desc,"tuile marquée : les capacités du porteur y gagnent **+1 dé**, 80 ticks"
module.barriere.desc,"occupe la tuile et bloque le passage, 50 ticks"
module.bombe.desc,pose une charge qui explose après N ticks et **amorce les bombes adjacentes** — friendly fire intégral
module.cataclysme.desc,"creuse un cratère : −4 niveaux, chute, toute l'endurance, une fois par combat"
module.echo_de_chair.desc,invoque une créature alliée temporaire — occupe une tuile
module.feu_follet.desc,"invoque un **feu follet** par tuile libre de la forme : il crache des flammèches à 4 tuiles, 60 ticks"
module.nappe.desc,"la tuile devient glissante (friction 5) — glisse, chute, propage la foudre"
module.racine.desc,"la tuile entrave ce qui s'y arrête, 50 ticks"
module.sol_vif.desc,"la tuile blesse ce qui la traverse, 50 ticks"
module.voile_de_brume.desc,"coupe la ligne de vue dans la zone, 60 ticks"
module.contact.desc,la tuile adjacente : il faut être là
module.en_ligne.desc,"uniquement les cases **alignées** avec le lanceur — se placer, pas payer"
module.jet_court.desc,"jusqu'à trois tuiles, à vue"
module.jet_long.desc,"jusqu'à six tuiles, à vue — le temps de viser"
module.sur_soi.desc,sur soi — aucune distance
